ID,Name,Quick Move,Cinematic Move
18,PIDGEOT,AIR_SLASH_FAST,AERIAL_ACE
18,PIDGEOT,AIR_SLASH_FAST,BRAVE_BIRD
18,PIDGEOT,AIR_SLASH_FAST,FEATHER_DANCE
18,PIDGEOT,STEEL_WING_FAST,HURRICANE
18,PIDGEOT,STEEL_WING_FAST,AERIAL_ACE
18,PIDGEOT,STEEL_WING_FAST,BRAVE_BIRD
18,PIDGEOT,STEEL_WING_FAST,FEATHER_DANCE
19,RATTATA,TACKLE_FAST,DIG
19,RATTATA,TACKLE_FAST,HYPER_FANG
19,RATTATA,TACKLE_FAST,BODY_SLAM
19,RATTATA,QUICK_ATTACK_FAST,DIG
19,RATTATA,QUICK_ATTACK_FAST,HYPER_FANG
19,RATTATA,QUICK_ATTACK_FAST,BODY_SLAM
20,RATICATE,BITE_FAST,DIG
20,RATICATE,BITE_FAST,HYPER_FANG
20,RATICATE,BITE_FAST,HYPER_BEAM
20,RATICATE,QUICK_ATTACK_FAST,DIG
20,RATICATE,QUICK_ATTACK_FAST,HYPER_FANG
20,RATICATE,QUICK_ATTACK_FAST,HYPER_BEAM
21,SPEAROW,PECK_FAST,AERIAL_ACE
21,SPEAROW,PECK_FAST,DRILL_PECK
21,SPEAROW,PECK_FAST,SKY_ATTACK
21,SPEAROW,QUICK_ATTACK_FAST,AERIAL_ACE
21,SPEAROW,QUICK_ATTACK_FAST,DRILL_PECK
21,SPEAROW,QUICK_ATTACK_FAST,SKY_ATTACK
22,FEAROW,PECK_FAST,AERIAL_ACE
22,FEAROW,PECK_FAST,DRILL_RUN
22,FEAROW,PECK_FAST,SKY_ATTACK
22,FEAROW,STEEL_WING_FAST,AERIAL_ACE
22,FEAROW,STEEL_WING_FAST,DRILL_RUN
22,FEAROW,STEEL_WING_FAST,SKY_ATTACK
23,EKANS,POISON_STING_FAST,WRAP
23,EKANS,POISON_STING_FAST,POISON_FANG
23,EKANS,POISON_STING_FAST,SLUDGE_BOMB
23,EKANS,ACID_FAST,WRAP
23,EKANS,ACID_FAST,POISON_FANG
23,EKANS,ACID_FAST,SLUDGE_BOMB
24,ARBOK,BITE_FAST,DARK_PULSE
24,ARBOK,BITE_FAST,SLUDGE_WAVE
24,ARBOK,BITE_FAST,GUNK_SHOT
24,ARBOK,BITE_FAST,ACID_SPRAY
24,ARBOK,ACID_FAST,DARK_PULSE
24,ARBOK,ACID_FAST,SLUDGE_WAVE
24,ARBOK,ACID_FAST,GUNK_SHOT
24,ARBOK,ACID_FAST,ACID_SPRAY
24,ARBOK,DRAGON_TAIL_FAST,DARK_PULSE
24,ARBOK,DRAGON_TAIL_FAST,SLUDGE_WAVE
24,ARBOK,DRAGON_TAIL_FAST,GUNK_SHOT
24,ARBOK,DRAGON_TAIL_FAST,ACID_SPRAY
25,PIKACHU,THUNDER_SHOCK_FAST,DISCHARGE
25,PIKACHU,THUNDER_SHOCK_FAST,THUNDERBOLT
25,PIKACHU,THUNDER_SHOCK_FAST,WILD_CHARGE
25,PIKACHU,QUICK_ATTACK_FAST,DISCHARGE
25,PIKACHU,QUICK_ATTACK_FAST,THUNDERBOLT
25,PIKACHU,QUICK_ATTACK_FAST,WILD_CHARGE
26,RAICHU,VOLT_SWITCH_FAST,BRICK_BREAK
26,RAICHU,VOLT_SWITCH_FAST,THUNDER_PUNCH
26,RAICHU,VOLT_SWITCH_FAST,WILD_CHARGE
26,RAICHU,VOLT_SWITCH_FAST,SKULL_BASH
26,RAICHU,SPARK_FAST,BRICK_BREAK
26,RAICHU,SPARK_FAST,THUNDER_PUNCH
26,RAICHU,SPARK_FAST,WILD_CHARGE
26,RAICHU,SPARK_FAST,SKULL_BASH
26,RAICHU,CHARM_FAST,BRICK_BREAK
26,RAICHU,CHARM_FAST,THUNDER_PUNCH
26,RAICHU,CHARM_FAST,WILD_CHARGE
26,RAICHU,CHARM_FAST,SKULL_BASH
26,RAICHU,THUNDER_SHOCK_FAST,BRICK_BREAK
26,RAICHU,THUNDER_SHOCK_FAST,THUNDER_PUNCH
26,RAICHU,THUNDER_SHOCK_FAST,WILD_CHARGE
26,RAICHU,THUNDER_SHOCK_FAST,SKULL_BASH
27,SANDSHREW,SCRATCH_FAST,DIG
27,SANDSHREW,SCRATCH_FAST,ROCK_SLIDE
27,SANDSHREW,SCRATCH_FAST,SAND_TOMB
27,SANDSHREW,MUD_SHOT_FAST,DIG
27,SANDSHREW,MUD_SHOT_FAST,ROCK_SLIDE
27,SANDSHREW,MUD_SHOT_FAST,SAND_TOMB
28,SANDSLASH,METAL_CLAW_FAST,EARTHQUAKE
28,SANDSLASH,METAL_CLAW_FAST,ROCK_TOMB
28,SANDSLASH,METAL_CLAW_FAST,BULLDOZE
28,SANDSLASH,MUD_SHOT_FAST,EARTHQUAKE
28,SANDSLASH,MUD_SHOT_FAST,ROCK_TOMB
28,SANDSLASH,MUD_SHOT_FAST,BULLDOZE
29,NIDORAN_FEMALE,BITE_FAST,POISON_FANG
29,NIDORAN_FEMALE,BITE_FAST,BODY_SLAM
29,NIDORAN_FEMALE,BITE_FAST,SLUDGE_BOMB
29,NIDORAN_FEMALE,POISON_STING_FAST,POISON_FANG
29,NIDORAN_FEMALE,POISON_STING_FAST,BODY_SLAM
29,NIDORAN_FEMALE,POISON_STING_FAST,SLUDGE_BOMB
30,NIDORINA,BITE_FAST,POISON_FANG
30,NIDORINA,BITE_FAST,DIG
30,NIDORINA,BITE_FAST,SLUDGE_BOMB
30,NIDORINA,POISON_STING_FAST,POISON_FANG
30,NIDORINA,POISON_STING_FAST,DIG
30,NIDORINA,POISON_STING_FAST,SLUDGE_BOMB
31,NIDOQUEEN,POISON_JAB_FAST,EARTHQUAKE
31,NIDOQUEEN,POISON_JAB_FAST,SLUDGE_WAVE
31,NIDOQUEEN,POISON_JAB_FAST,STONE_EDGE
31,NIDOQUEEN,POISON_JAB_FAST,EARTH_POWER
31,NIDOQUEEN,POISON_JAB_FAST,POISON_FANG
31,NIDOQUEEN,BITE_FAST,EARTHQUAKE
31,NIDOQUEEN,BITE_FAST,SLUDGE_WAVE
31,NIDOQUEEN,BITE_FAST,STONE_EDGE
31,NIDOQUEEN,BITE_FAST,EARTH_POWER
31,NIDOQUEEN,BITE_FAST,POISON_FANG
32,NIDORAN_MALE,PECK_FAST,HORN_ATTACK
32,NIDORAN_MALE,PECK_FAST,BODY_SLAM
32,NIDORAN_MALE,PECK_FAST,SLUDGE_BOMB
32,NIDORAN_MALE,POISON_STING_FAST,HORN_ATTACK
32,NIDORAN_MALE,POISON_STING_FAST,BODY_SLAM
32,NIDORAN_MALE,POISON_STING_FAST,SLUDGE_BOMB
33,NIDORINO,POISON_JAB_FAST,HORN_ATTACK
33,NIDORINO,POISON_JAB_FAST,DIG
33,NIDORINO,POISON_JAB_FAST,SLUDGE_BOMB
33,NIDORINO,POISON_STING_FAST,HORN_ATTACK
33,NIDORINO,POISON_STING_FAST,DIG
33,NIDORINO,POISON_STING_FAST,SLUDGE_BOMB
34,NIDOKING,POISON_JAB_FAST,EARTHQUAKE
34,NIDOKING,POISON_JAB_FAST,SLUDGE_WAVE
34,NIDOKING,POISON_JAB_FAST,MEGAHORN
34,NIDOKING,POISON_JAB_FAST,EARTH_POWER
34,NIDOKING,IRON_TAIL_FAST,EARTHQUAKE
34,NIDOKING,IRON_TAIL_FAST,SLUDGE_WAVE
34,NIDOKING,IRON_TAIL_FAST,MEGAHORN
34,NIDOKING,IRON_TAIL_FAST,EARTH_POWER
35,CLEFAIRY,POUND_FAST,DISARMING_VOICE
35,CLEFAIRY,POUND_FAST,BODY_SLAM
35,CLEFAIRY,POUND_FAST,MOONBLAST
35,CLEFAIRY,ZEN_HEADBUTT_FAST,DISARMING_VOICE
35,CLEFAIRY,ZEN_HEADBUTT_FAST,BODY_SLAM
35,CLEFAIRY,ZEN_HEADBUTT_FAST,MOONBLAST
36,CLEFABLE,CHARGE_BEAM_FAST,DAZZLING_GLEAM
36,CLEFABLE,CHARGE_BEAM_FAST,PSYCHIC
36,CLEFABLE,CHARGE_BEAM_FAST,MOONBLAST
36,CLEFABLE,CHARGE_BEAM_FAST,METEOR_MASH
36,CLEFABLE,ZEN_HEADBUTT_FAST,DAZZLING_GLEAM
36,CLEFABLE,ZEN_HEADBUTT_FAST,PSYCHIC
36,CLEFABLE,ZEN_HEADBUTT_FAST,MOONBLAST
36,CLEFABLE,ZEN_HEADBUTT_FAST,METEOR_MASH
36,CLEFABLE,CHARM_FAST,DAZZLING_GLEAM
36,CLEFABLE,CHARM_FAST,PSYCHIC
36,CLEFABLE,CHARM_FAST,MOONBLAST
36,CLEFABLE,CHARM_FAST,METEOR_MASH
37,VULPIX,QUICK_ATTACK_FAST,BODY_SLAM
37,VULPIX,QUICK_ATTACK_FAST,FLAMETHROWER
37,VULPIX,QUICK_ATTACK_FAST,FLAME_CHARGE
37,VULPIX,QUICK_ATTACK_FAST,WEATHER_BALL_FIRE
37,VULPIX,EMBER_FAST,BODY_SLAM
37,VULPIX,EMBER_FAST,FLAMETHROWER
37,VULPIX,EMBER_FAST,FLAME_CHARGE
37,VULPIX,EMBER_FAST,WEATHER_BALL_FIRE
38,NINETALES,FEINT_ATTACK_FAST,HEAT_WAVE
38,NINETALES,FEINT_ATTACK_FAST,OVERHEAT
38,NINETALES,FEINT_ATTACK_FAST,SOLAR_BEAM
38,NINETALES,FEINT_ATTACK_FAST,PSYSHOCK
38,NINETALES,FEINT_ATTACK_FAST,WEATHER_BALL_FIRE
38,NINETALES,FIRE_SPIN_FAST,HEAT_WAVE
38,NINETALES,FIRE_SPIN_FAST,OVERHEAT
38,NINETALES,FIRE_SPIN_FAST,SOLAR_BEAM
38,NINETALES,FIRE_SPIN_FAST,PSYSHOCK
38,NINETALES,FIRE_SPIN_FAST,WEATHER_BALL_FIRE
39,JIGGLYPUFF,POUND_FAST,DISARMING_VOICE
39,JIGGLYPUFF,POUND_FAST,GYRO_BALL
39,JIGGLYPUFF,POUND_FAST,DAZZLING_GLEAM
39,JIGGLYPUFF,FEINT_ATTACK_FAST,DISARMING_VOICE
39,JIGGLYPUFF,FEINT_ATTACK_FAST,GYRO_BALL
39,JIGGLYPUFF,FEINT_ATTACK_FAST,DAZZLING_GLEAM
40,WIGGLYTUFF,POUND_FAST,DAZZLING_GLEAM
40,WIGGLYTUFF,POUND_FAST,HYPER_BEAM
40,WIGGLYTUFF,POUND_FAST,PLAY_ROUGH
40,WIGGLYTUFF,POUND_FAST,ICE_BEAM
40,WIGGLYTUFF,FEINT_ATTACK_FAST,DAZZLING_GLEAM
40,WIGGLYTUFF,FEINT_ATTACK_FAST,HYPER_BEAM
40,WIGGLYTUFF,FEINT_ATTACK_FAST,PLAY_ROUGH
40,WIGGLYTUFF,FEINT_ATTACK_FAST,ICE_BEAM
40,WIGGLYTUFF,CHARM_FAST,DAZZLING_GLEAM
40,WIGGLYTUFF,CHARM_FAST,HYPER_BEAM
40,WIGGLYTUFF,CHARM_FAST,PLAY_ROUGH
40,WIGGLYTUFF,CHARM_FAST,ICE_BEAM
41,ZUBAT,QUICK_ATTACK_FAST,POISON_FANG
41,ZUBAT,QUICK_ATTACK_FAST,AIR_CUTTER
41,ZUBAT,QUICK_ATTACK_FAST,SWIFT
41,ZUBAT,BITE_FAST,POISON_FANG
41,ZUBAT,BITE_FAST,AIR_CUTTER
41,ZUBAT,BITE_FAST,SWIFT
42,GOLBAT,WING_ATTACK_FAST,SHADOW_BALL
42,GOLBAT,WING_ATTACK_FAST,AIR_CUTTER
42,GOLBAT,WING_ATTACK_FAST,POISON_FANG
42,GOLBAT,BITE_FAST,SHADOW_BALL
42,GOLBAT,BITE_FAST,AIR_CUTTER
42,GOLBAT,BITE_FAST,POISON_FANG
43,ODDISH,RAZOR_LEAF_FAST,SEED_BOMB
43,ODDISH,RAZOR_LEAF_FAST,SLUDGE_BOMB
43,ODDISH,RAZOR_LEAF_FAST,MOONBLAST
43,ODDISH,ACID_FAST,SEED_BOMB
43,ODDISH,ACID_FAST,SLUDGE_BOMB
43,ODDISH,ACID_FAST,MOONBLAST
44,GLOOM,RAZOR_LEAF_FAST,PETAL_BLIZZARD
44,GLOOM,RAZOR_LEAF_FAST,SLUDGE_BOMB
44,GLOOM,RAZOR_LEAF_FAST,MOONBLAST
44,GLOOM,ACID_FAST,PETAL_BLIZZARD
44,GLOOM,ACID_FAST,SLUDGE_BOMB
44,GLOOM,ACID_FAST,MOONBLAST
45,VILEPLUME,RAZOR_LEAF_FAST,PETAL_BLIZZARD
45,VILEPLUME,RAZOR_LEAF_FAST,SOLAR_BEAM
45,VILEPLUME,RAZOR_LEAF_FAST,MOONBLAST
45,VILEPLUME,RAZOR_LEAF_FAST,SLUDGE_BOMB
45,VILEPLUME,ACID_FAST,PETAL_BLIZZARD
45,VILEPLUME,ACID_FAST,SOLAR_BEAM
45,VILEPLUME,ACID_FAST,MOONBLAST
45,VILEPLUME,ACID_FAST,SLUDGE_BOMB
46,PARAS,SCRATCH_FAST,CROSS_POISON
46,PARAS,SCRATCH_FAST,X_SCISSOR
46,PARAS,SCRATCH_FAST,SEED_BOMB
46,PARAS,BUG_BITE_FAST,CROSS_POISON
46,PARAS,BUG_BITE_FAST,X_SCISSOR
46,PARAS,BUG_BITE_FAST,SEED_BOMB
47,PARASECT,STRUGGLE_BUG_FAST,CROSS_POISON
47,PARASECT,STRUGGLE_BUG_FAST,X_SCISSOR
47,PARASECT,STRUGGLE_BUG_FAST,SOLAR_BEAM
47,PARASECT,FURY_CUTTER_FAST,CROSS_POISON
47,PARASECT,FURY_CUTTER_FAST,X_SCISSOR
47,PARASECT,FURY_CUTTER_FAST,SOLAR_BEAM
48,VENONAT,BUG_BITE_FAST,POISON_FANG
48,VENONAT,BUG_BITE_FAST,PSYBEAM
48,VENONAT,BUG_BITE_FAST,SIGNAL_BEAM
48,VENONAT,CONFUSION_FAST,POISON_FANG
48,VENONAT,CONFUSION_FAST,PSYBEAM
48,VENONAT,CONFUSION_FAST,SIGNAL_BEAM
49,VENOMOTH,INFESTATION_FAST,SILVER_WIND
49,VENOMOTH,INFESTATION_FAST,PSYCHIC
49,VENOMOTH,INFESTATION_FAST,BUG_BUZZ
49,VENOMOTH,INFESTATION_FAST,POISON_FANG
49,VENOMOTH,CONFUSION_FAST,SILVER_WIND
49,VENOMOTH,CONFUSION_FAST,PSYCHIC
49,VENOMOTH,CONFUSION_FAST,BUG_BUZZ
49,VENOMOTH,CONFUSION_FAST,POISON_FANG
50,DIGLETT,MUD_SLAP_FAST,DIG
50,DIGLETT,MUD_SLAP_FAST,MUD_BOMB
50,DIGLETT,MUD_SLAP_FAST,ROCK_TOMB
50,DIGLETT,SCRATCH_FAST,DIG
50,DIGLETT,SCRATCH_FAST,MUD_BOMB
50,DIGLETT,SCRATCH_FAST,ROCK_TOMB
51,DUGTRIO,SUCKER_PUNCH_FAST,EARTHQUAKE
51,DUGTRIO,SUCKER_PUNCH_FAST,MUD_BOMB
51,DUGTRIO,SUCKER_PUNCH_FAST,STONE_EDGE
51,DUGTRIO,MUD_SLAP_FAST,EARTHQUAKE
51,DUGTRIO,MUD_SLAP_FAST,MUD_BOMB
51,DUGTRIO,MUD_SLAP_FAST,STONE_EDGE
52,MEOWTH,SCRATCH_FAST,NIGHT_SLASH
52,MEOWTH,SCRATCH_FAST,DARK_PULSE
52,MEOWTH,SCRATCH_FAST,FOUL_PLAY
52,MEOWTH,BITE_FAST,NIGHT_SLASH
52,MEOWTH,BITE_FAST,DARK_PULSE
52,MEOWTH,BITE_FAST,FOUL_PLAY
53,PERSIAN,SCRATCH_FAST,FOUL_PLAY
53,PERSIAN,SCRATCH_FAST,POWER_GEM
53,PERSIAN,SCRATCH_FAST,PLAY_ROUGH
53,PERSIAN,SCRATCH_FAST,PAYBACK
53,PERSIAN,FEINT_ATTACK_FAST,FOUL_PLAY
53,PERSIAN,FEINT_ATTACK_FAST,POWER_GEM
53,PERSIAN,FEINT_ATTACK_FAST,PLAY_ROUGH
53,PERSIAN,FEINT_ATTACK_FAST,PAYBACK
54,PSYDUCK,WATER_GUN_FAST,PSYBEAM
54,PSYDUCK,WATER_GUN_FAST,AQUA_TAIL
54,PSYDUCK,WATER_GUN_FAST,CROSS_CHOP
54,PSYDUCK,ZEN_HEADBUTT_FAST,PSYBEAM
54,PSYDUCK,ZEN_HEADBUTT_FAST,AQUA_TAIL
54,PSYDUCK,ZEN_HEADBUTT_FAST,CROSS_CHOP
55,GOLDUCK,WATER_GUN_FAST,PSYCHIC
55,GOLDUCK,WATER_GUN_FAST,HYDRO_PUMP
55,GOLDUCK,WATER_GUN_FAST,ICE_BEAM
55,GOLDUCK,WATER_GUN_FAST,BUBBLE_BEAM
55,GOLDUCK,WATER_GUN_FAST,SYNCHRONOISE
55,GOLDUCK,WATER_GUN_FAST,CROSS_CHOP
55,GOLDUCK,CONFUSION_FAST,PSYCHIC
55,GOLDUCK,CONFUSION_FAST,HYDRO_PUMP
55,GOLDUCK,CONFUSION_FAST,ICE_BEAM
55,GOLDUCK,CONFUSION_FAST,BUBBLE_BEAM
55,GOLDUCK,CONFUSION_FAST,SYNCHRONOISE
55,GOLDUCK,CONFUSION_FAST,CROSS_CHOP
56,MANKEY,KARATE_CHOP_FAST,CROSS_CHOP
56,MANKEY,KARATE_CHOP_FAST,LOW_SWEEP
56,MANKEY,KARATE_CHOP_FAST,BRICK_BREAK
56,MANKEY,SCRATCH_FAST,CROSS_CHOP
56,MANKEY,SCRATCH_FAST,LOW_SWEEP
56,MANKEY,SCRATCH_FAST,BRICK_BREAK
57,PRIMEAPE,LOW_KICK_FAST,CLOSE_COMBAT
57,PRIMEAPE,LOW_KICK_FAST,LOW_SWEEP
57,PRIMEAPE,LOW_KICK_FAST,NIGHT_SLASH
57,PRIMEAPE,LOW_KICK_FAST,ICE_PUNCH
57,PRIMEAPE,COUNTER_FAST,CLOSE_COMBAT
57,PRIMEAPE,COUNTER_FAST,LOW_SWEEP
57,PRIMEAPE,COUNTER_FAST,NIGHT_SLASH
57,PRIMEAPE,COUNTER_FAST,ICE_PUNCH
58,GROWLITHE,EMBER_FAST,FLAME_WHEEL
58,GROWLITHE,EMBER_FAST,BODY_SLAM
58,GROWLITHE,EMBER_FAST,FLAMETHROWER
58,GROWLITHE,BITE_FAST,FLAME_WHEEL
58,GROWLITHE,BITE_FAST,BODY_SLAM
58,GROWLITHE,BITE_FAST,FLAMETHROWER
59,ARCANINE,FIRE_FANG_FAST,FIRE_BLAST
59,ARCANINE,FIRE_FANG_FAST,WILD_CHARGE
59,ARCANINE,FIRE_FANG_FAST,CRUNCH
59,ARCANINE,FIRE_FANG_FAST,FLAMETHROWER
59,ARCANINE,SNARL_FAST,FIRE_BLAST
59,ARCANINE,SNARL_FAST,WILD_CHARGE
59,ARCANINE,SNARL_FAST,CRUNCH
59,ARCANINE,SNARL_FAST,FLAMETHROWER
59,ARCANINE,THUNDER_FANG_FAST,FIRE_BLAST
59,ARCANINE,THUNDER_FANG_FAST,WILD_CHARGE
59,ARCANINE,THUNDER_FANG_FAST,CRUNCH
59,ARCANINE,THUNDER_FANG_FAST,FLAMETHROWER
60,POLIWAG,BUBBLE_FAST,BUBBLE_BEAM
60,POLIWAG,BUBBLE_FAST,MUD_BOMB
60,POLIWAG,BUBBLE_FAST,BODY_SLAM
60,POLIWAG,MUD_SHOT_FAST,BUBBLE_BEAM
60,POLIWAG,MUD_SHOT_FAST,MUD_BOMB
60,POLIWAG,MUD_SHOT_FAST,BODY_SLAM
61,POLIWHIRL,BUBBLE_FAST,WATER_PULSE
61,POLIWHIRL,BUBBLE_FAST,MUD_BOMB
61,POLIWHIRL,BUBBLE_FAST,BUBBLE_BEAM
61,POLIWHIRL,MUD_SHOT_FAST,WATER_PULSE
61,POLIWHIRL,MUD_SHOT_FAST,MUD_BOMB
61,POLIWHIRL,MUD_SHOT_FAST,BUBBLE_BEAM
62,POLIWRATH,BUBBLE_FAST,HYDRO_PUMP
62,POLIWRATH,BUBBLE_FAST,DYNAMIC_PUNCH
62,POLIWRATH,BUBBLE_FAST,ICE_PUNCH
62,POLIWRATH,BUBBLE_FAST,POWER_UP_PUNCH
62,POLIWRATH,ROCK_SMASH_FAST,HYDRO_PUMP
62,POLIWRATH,ROCK_SMASH_FAST,DYNAMIC_PUNCH
62,POLIWRATH,ROCK_SMASH_FAST,ICE_PUNCH
62,POLIWRATH,ROCK_SMASH_FAST,POWER_UP_PUNCH
62,POLIWRATH,MUD_SHOT_FAST,HYDRO_PUMP
62,POLIWRATH,MUD_SHOT_FAST,DYNAMIC_PUNCH
62,POLIWRATH,MUD_SHOT_FAST,ICE_PUNCH
62,POLIWRATH,MUD_SHOT_FAST,POWER_UP_PUNCH
63,ABRA,ZEN_HEADBUTT_FAST,PSYSHOCK
63,ABRA,ZEN_HEADBUTT_FAST,SIGNAL_BEAM
63,ABRA,ZEN_HEADBUTT_FAST,SHADOW_BALL
63,ABRA,CHARGE_BEAM_FAST,PSYSHOCK
63,ABRA,CHARGE_BEAM_FAST,SIGNAL_BEAM
63,ABRA,CHARGE_BEAM_FAST,SHADOW_BALL
64,KADABRA,PSYCHO_CUT_FAST,PSYBEAM
64,KADABRA,PSYCHO_CUT_FAST,DAZZLING_GLEAM
64,KADABRA,PSYCHO_CUT_FAST,SHADOW_BALL
64,KADABRA,CONFUSION_FAST,PSYBEAM
64,KADABRA,CONFUSION_FAST,DAZZLING_GLEAM
64,KADABRA,CONFUSION_FAST,SHADOW_BALL
65,ALAKAZAM,PSYCHO_CUT_FAST,FUTURESIGHT
65,ALAKAZAM,PSYCHO_CUT_FAST,FOCUS_BLAST
65,ALAKAZAM,PSYCHO_CUT_FAST,SHADOW_BALL
65,ALAKAZAM,PSYCHO_CUT_FAST,FIRE_PUNCH
65,ALAKAZAM,CONFUSION_FAST,FUTURESIGHT
65,ALAKAZAM,CONFUSION_FAST,FOCUS_BLAST
65,ALAKAZAM,CONFUSION_FAST,SHADOW_BALL
